orbital_period,stellar_radius,rate_of_ascension,declination,transit_duration,transit_depth,planet_radius,planet_temperature,insolation flux,stellar_temperature,disposition
0.2625866585428365,-0.2292852715296383,0.025559778003064703,0.24996399191184343,-0.11675941632471733,-0.19814238045606752,-0.37422571163491614,-0.29276248671621713,-0.2699355489812968,-0.36329825727146525,1
1.1706291379900586,-0.2292852715296383,0.025559778003064703,0.24996399191184343,0.3922017910416462,-0.08820156730028772,-0.261838061264442,-0.9833933341905685,-0.9769893758982275,-0.36329825727146525,1
0.6476261265838179,-0.3415171536012537,0.07954152409700545,0.2496751977344592,-0.728661593926631,0.6996963707739904,0.5580361036082255,-0.5507288531397694,-0.5332952945629675,0.08279146711454728,2
-0.6201012435921094,-0.5000534463438712,-0.04257088567467453,0.25547569136825027,-0.3658815642211536,0.6079619105902155,0.9724488453103839,0.37719762154399533,0.41433853552335,0.030628154964246094,3
-0.4254911995524656,-0.023165549479570065,-0.00828773568740743,0.25321010450206577,-0.8184841583973105,-0.20456448463195176,-0.2761672532956961,0.3865139696038239,0.4257585084763123,0.27256487579841837,1
0.34389530531984863,-0.14838665915341578,0.07189031563797929,0.2531513627988756,0.4154315465950717,0.0842926290925675,-0.1015855271867394,-0.23154786580561432,-0.20791070844080134,0.28830028114912165,1
-0.16925985203873697,-0.14838665915341578,0.07189031563797929,0.2531513627988756,-0.04434272414814772,-0.16433544627258448,-0.2725462495463503,0.15838617804826424,0.19121968143755677,0.28830028114912165,1
-0.41712005404439884,-0.14838665915341578,0.07189031563797929,0.2531513627988756,-0.35459342737020894,-0.5113544130728972,-0.5499343307200566,0.34705828390768895,0.3842355860772687,0.28830028114912165,1
0.13068066858722838,1.0468134356836505,0.09933817030860337,0.019985156009997142,0.5229149963991818,-0.5015547134250358,1.0516912494819728,0.33125463104854763,0.36861468653627627,0.47515533498759444,3
0.5364744039063181,-0.38130080048012327,-0.02697580888861368,0.258953353770199,0.09862725736188666,0.4522781746125973,0.09327651448043738,-0.6235677393171373,-0.6077580246127033,-0.8758507823012002,1
-0.43693300501021304,-0.1624912119006573,-0.02900931057607095,0.29506640912717047,-0.7553992103278596,0.7852491527519628,0.5015704321108704,0.32860009566610027,0.3663274123053326,0.04697538061303428,1
-0.49612491316580326,1.041575658165249,0.02889252342612334,0.24335535833657929,0.21391838723069764,0.5481588502772798,0.6069052770843687,0.8326368065719637,0.880896482035743,0.6882106093242227,1
-0.252532812872978,0.5353833035839524,-0.08777922335736213,0.03148436271865269,-0.022145442860954247,0.6467904890560324,0.5576937285822894,0.479766930683312,0.5203093746818419,0.47312046621860737,1
-0.22568175804718132,-0.06277988900898102,0.06510431152500606,0.26355171572517105,-0.2584518102801042,-0.6825835573706488,-0.707495585125234,0.20451386919672163,0.23893910418887168,0.06110893208755118,1
0.36353438129425586,-0.38130080048012327,0.08034114878547674,0.22906845468220602,0.13405841592002207,0.8585465004064394,1.7238316401736682,-0.3541544235921791,-0.33360402909821363,0.019706520494292067,3
0.6345251347829703,-0.7581064136678881,-0.0029292601921566638,0.2305242506963052,1.596775913864538,0.6389197299383842,0.2033905515334047,-0.7864811533893991,-0.7755686296444295,-0.8607595388957217,3
0.6296111332421176,-0.19285611532976962,0.06686974571604888,0.23263707074092468,0.4678983330164597,1.3027318043226306,1.1660164753943576,-0.4441181214788858,-0.4259749954534336,0.3622553752211726,3
0.5492947888318885,-0.5108755572330922,0.08113417292399691,0.2318058948374162,1.2851046036822558,0.6894077807194988,0.25366694429326575,-0.6334936081051125,-0.619224172762922,-0.7253025755515791,3
0.250701426508791,-0.718415295248391,-0.014852514916524498,0.2339462428566681,0.01103809437298031,0.03301615489892455,-0.32982602497845026,-0.5304525577124194,-0.5142141270739522,-1.1001172759610824,1
0.026877293568234414,-0.7783035862950455,-0.06198640335681872,0.2392760349995353,-0.8725419337435875,0.1567732089613709,-0.258319058476028,-0.4786012010609834,-0.459966605513147,-1.5305437070911394,1
-0.3914754139336837,-0.4406860285405338,-0.061405235579643044,0.2370119070776132,0.1250635178067886,-0.3349045681685237,-0.5530869994163621,0.058149898753756875,0.08897176286385766,-0.9289550753029641,3
-0.0353087377638439,-0.26087343498526894,0.030264266750707713,0.23995632535171157,-0.08837855617410799,-0.10428700626924645,-0.3138981002321231,-0.1178516676943602,-0.0905836262855262,-0.6848574285803869,1
-0.1941631911825809,-0.26087343498526894,0.030264266750707713,0.23995632535171157,-0.273147272007722,-0.3633929730056514,-0.5165075270234462,0.0035006451331479186,0.03207976813167022,-0.6848574285803869,1
0.18094041608237396,-0.26087343498526894,0.030264266750707713,0.23995632535171157,0.11939910783341887,-0.5241956997209388,-0.650558056812075,-0.282338137400489,-0.25897966532101885,-0.6848574285803869,1
2.189937441309882,0.6807411286768927,0.029174217864373114,-0.15201711618051164,0.8900983200473137,0.9607824189629264,1.080054818195511,-1.4576545023522378,-1.4624942790856084,-0.26192491992023326,3
0.6921139984336758,-0.4220340268369373,0.009919561972174884,0.24180653542912728,0.07124997442048932,-0.09456616816143731,-0.24108644282975028,-0.7707108531079954,-0.7596916639602916,-0.9735512817892435,1
-0.0707740548727737,-0.3833145366057892,0.08809498515019988,0.24247807211573008,-0.4898646619508657,-0.06746110704755631,-0.27074554009928936,-0.12043583951896385,-0.09426987021146116,-0.4994545802559704,1
-0.15115410498017146,-0.41586171931888005,0.05038189131881483,0.29497779745987424,-0.15093880946464494,-0.13606941425710062,-0.36545888447584046,-0.0035110071960116353,0.0256823428788572,-0.14754097911998004,1
-0.6941515461121329,-0.41586171931888005,0.0652800777825836,0.2963952002039142,-0.9244998837138607,0.20225781275135027,-0.02675830706791759,0.42469934020041183,0.4650377828042656,-0.06945965073077418,3
